IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
76397;2017-03-01 08:40:54.303;87;2017-03-01 08:49:41.340;130
81426;2017-03-01 08:39:08.977;1;2017-03-01 08:50:17.333;72
77138;2017-03-01 08:39:03.380;93;2017-03-01 08:50:34.000;47
35606;2017-03-01 08:42:15.650;37;2017-03-01 08:50:57.783;103
55903;2017-03-01 08:34:42.363;57;2017-03-01 08:51:05.000;40
45105;2017-03-01 08:37:16.427;34;2017-03-01 08:51:24.363;2
87732;2017-03-01 08:47:04.653;44;2017-03-01 08:51:55.000;47
88550;2017-03-01 08:42:21.650;87;2017-03-01 08:52:48.917;17
32072;2017-03-01 08:42:33.103;34;2017-03-01 08:53:05.280;11
85263;2017-03-01 08:41:49.820;87;2017-03-01 08:53:13.100;72
80962;2017-03-01 08:39:58.587;21;2017-03-01 08:53:25.980;37
58850;2017-03-01 08:41:10.133;15;2017-03-01 08:53:44.000;107
90345;2017-03-01 08:44:50.747;21;2017-03-01 08:54:06.000;40
54215;2017-03-01 08:42:50.277;46;2017-03-01 08:54:15.000;40
6820;2017-03-01 08:44:09.823;38;2017-03-01 08:54:48.207;100
32219;2017-03-01 08:49:36.657;46;2017-03-01 08:55:02.000;42
36023;2017-03-01 08:40:44.757;110;2017-03-01 08:55:20.493;17
40441;2017-03-01 08:43:14.243;120;2017-03-01 08:55:38.687;17
47342;2017-03-01 08:39:55.773;75;2017-03-01 08:55:47.567;101
87636;2017-03-01 08:48:51.857;74;2017-03-01 08:56:02.643;5
76308;2017-03-01 08:46:09.887;47;2017-03-01 08:56:14.170;102
74595;2017-03-01 08:49:00.763;96;2017-03-01 08:56:27.000;28
62949;2017-03-01 08:50:18.907;21;2017-03-01 08:56:41.000;90
67904;2017-03-01 08:45:33.857;107;2017-03-01 08:57:39.920;100
4407;2017-03-01 08:45:46.480;4;2017-03-01 08:58:19.177;130
74004;2017-03-01 08:46:20.933;87;2017-03-01 08:58:37.303;123
16905;2017-03-01 08:45:26.370;16;2017-03-01 08:58:51.000;47
82631;2017-03-01 08:47:45.293;37;2017-03-01 08:59:18.000;47
40669;2017-03-01 08:56:18.597;13;2017-03-01 08:59:33.000;14
54413;2017-03-01 08:45:29.933;9;2017-03-01 08:59:52.000;47
74769;2017-03-01 08:56:25.317;82;2017-03-01 09:00:47.000;80
88375;2017-03-01 08:57:09.927;126;2017-03-01 09:01:17.000;88
16462;2017-03-01 08:57:47.553;110;2017-03-01 09:01:35.460;112
16031;2017-03-01 08:49:58.517;58;2017-03-01 09:01:47.000;26
55920;2017-03-01 08:56:09.740;42;2017-03-01 09:02:19.130;25
6142;2017-03-01 08:50:38.907;94;2017-03-01 09:02:43.000;16
27478;2017-03-01 08:53:06.893;86;2017-03-01 09:03:18.937;102
301;2017-03-01 08:51:57.140;101;2017-03-01 09:03:31.373;43
8786;2017-03-01 08:59:31.117;33;2017-03-01 09:03:52.600;89
90081;2017-03-01 09:00:25.100;118;2017-03-01 09:04:40.840;112
86782;2017-03-01 08:57:19.100;47;2017-03-01 09:04:50.853;25
39748;2017-03-01 08:55:11.597;65;2017-03-01 09:05:55.000;87
15381;2017-03-01 08:51:08.330;71;2017-03-01 09:06:34.000;73
6274;2017-03-01 08:55:00.317;109;2017-03-01 09:07:09.000;27
79974;2017-03-01 09:02:03.930;37;2017-03-01 09:07:25.000;39
33209;2017-03-01 08:47:53.967;41;2017-03-01 09:07:57.000;47
80288;2017-03-01 08:54:27.567;128;2017-03-01 09:08:50.000;16
6224;2017-03-01 09:04:38.213;92;2017-03-01 09:09:13.000;90
50666;2017-03-01 09:04:16.090;68;2017-03-01 09:09:42.600;2
89755;2017-03-01 09:05:27.200;95;2017-03-01 09:10:07.000;61
6153;2017-03-01 09:04:47.433;6;2017-03-01 09:10:37.193;102
41961;2017-03-01 09:05:46.887;95;2017-03-01 09:10:58.000;8
27250;2017-03-01 09:05:20.637;66;2017-03-01 09:11:14.853;72
90567;2017-03-01 09:07:08.683;37;2017-03-01 09:11:30.000;19
60224;2017-03-01 08:52:56.940;60;2017-03-01 09:11:40.000;44
2808;2017-03-01 09:05:20.340;59;2017-03-01 09:12:38.000;78
71964;2017-03-01 08:59:49.257;74;2017-03-01 09:13:59.000;9
1709;2017-03-01 09:06:56.247;34;2017-03-01 09:14:38.897;11
90029;2017-03-01 09:07:11.670;51;2017-03-01 09:15:56.750;43
43920;2017-03-01 09:04:15.917;28;2017-03-01 09:16:27.920;124
25940;2017-03-01 09:02:25.400;61;2017-03-01 09:17:10.000;3
70773;2017-03-01 09:10:22.687;54;2017-03-01 09:17:32.180;116
49458;2017-03-01 09:11:38.673;93;2017-03-01 09:17:56.460;25
83897;2017-03-01 09:15:14.237;38;2017-03-01 09:18:23.000;18
35761;2017-03-01 09:08:59.640;47;2017-03-01 09:19:09.137;125
7301;2017-03-01 09:06:15.277;67;2017-03-01 09:19:48.280;60
71785;2017-03-01 09:01:37.913;79;2017-03-01 09:20:07.000;86
86820;2017-03-01 09:13:43.220;121;2017-03-01 09:20:31.753;91
88775;2017-03-01 09:11:51.703;124;2017-03-01 09:21:05.000;47
18214;2017-03-01 09:04:00.683;46;2017-03-01 09:21:15.717;43
59146;2017-03-01 09:12:06.627;23;2017-03-01 09:21:35.233;102
62952;2017-03-01 09:17:09.287;116;2017-03-01 09:22:38.570;124
30397;2017-03-01 08:50:00.437;84;2017-03-01 09:23:14.000;41
79459;2017-03-01 09:16:11.753;89;2017-03-01 09:24:04.207;6
69635;2017-03-01 09:08:38.857;39;2017-03-01 09:24:18.507;109
88433;2017-03-01 09:15:48.410;109;2017-03-01 09:25:10.000;45
60685;2017-03-01 09:09:22.000;66;2017-03-01 09:25:38.000;57
89326;2017-03-01 09:12:00.673;110;2017-03-01 09:26:07.223;38
85657;2017-03-01 08:58:22.177;109;2017-03-01 09:26:53.000;78
41567;2017-03-01 09:13:17.313;95;2017-03-01 09:27:13.000;70
17457;2017-03-01 09:14:03.360;9;2017-03-01 09:27:39.617;129
77608;2017-03-01 09:21:11.553;19;2017-03-01 09:28:00.797;103
89473;2017-03-01 09:15:22.067;12;2017-03-01 09:28:45.000;8
25778;2017-03-01 09:10:08.843;103;2017-03-01 09:29:32.000;75
51981;2017-03-01 09:13:36.690;109;2017-03-01 09:29:51.000;34
86973;2017-03-01 09:20:58.757;118;2017-03-01 09:30:16.960;110
90642;2017-03-01 09:16:49.113;12;2017-03-01 09:31:26.000;21
27359;2017-03-01 09:25:23.667;98;2017-03-01 09:31:48.000;42
91331;2017-03-01 09:12:43.923;43;2017-03-01 09:32:24.000;73
24819;2017-03-01 09:19:29.647;47;2017-03-01 09:32:57.687;64
65562;2017-03-01 09:22:50.167;122;2017-03-01 09:33:43.000;21
78803;2017-03-01 09:25:40.840;126;2017-03-01 09:34:51.860;130
90900;2017-03-01 09:18:33.270;57;2017-03-01 09:35:14.783;118
16962;2017-03-01 09:29:46.687;6;2017-03-01 09:35:53.347;35
58850;2017-03-01 09:25:12.090;107;2017-03-01 09:36:17.000;15
73527;2017-03-01 09:28:22.170;18;2017-03-01 09:36:35.000;21
64292;2017-03-01 09:32:57.267;67;2017-03-01 09:37:00.000;68
72576;2017-03-01 09:17:17.550;59;2017-03-01 09:37:23.000;1
9895;2017-03-01 09:29:37.047;39;2017-03-01 09:37:44.000;26
89906;2017-03-01 09:21:30.117;106;2017-03-01 09:38:27.000;14
6013;2017-03-01 09:31:17.267;71;2017-03-01 09:39:36.000;3
42391;2017-03-01 09:30:27.420;78;2017-03-01 09:40:43.197;66
33209;2017-03-01 09:30:06.610;47;2017-03-01 09:41:44.930;98
8429;2017-03-01 09:29:20.983;17;2017-03-01 09:42:29.500;52
85978;2017-03-01 09:37:42.770;16;2017-03-01 09:43:42.000;45
90778;2017-03-01 09:31:57.093;93;2017-03-01 09:44:37.553;91
41038;2017-03-01 09:41:59.477;93;2017-03-01 09:45:13.000;39
8288;2017-03-01 09:33:28.347;70;2017-03-01 09:45:28.000;7
90004;2017-03-01 09:39:25.570;42;2017-03-01 09:46:39.000;47
48820;2017-03-01 09:39:21.037;15;2017-03-01 09:47:58.000;4
10436;2017-03-01 09:34:16.050;22;2017-03-01 09:48:21.663;2
85201;2017-03-01 09:42:09.133;12;2017-03-01 09:48:54.000;67
65432;2017-03-01 09:39:05.973;87;2017-03-01 09:50:06.737;50
42908;2017-03-01 09:47:12.513;109;2017-03-01 09:50:28.050;121
83344;2017-03-01 09:41:13.727;92;2017-03-01 09:51:21.307;120
18259;2017-03-01 09:45:55.120;118;2017-03-01 09:52:12.387;115
87500;2017-03-01 09:38:45.817;24;2017-03-01 09:53:00.000;47
79424;2017-03-01 09:45:17.010;127;2017-03-01 09:53:38.000;3
46680;2017-03-01 09:41:43.853;93;2017-03-01 09:54:01.000;55
9747;2017-03-01 09:34:18.610;67;2017-03-01 09:54:09.000;34
56790;2017-03-01 09:32:58.923;108;2017-03-01 09:54:38.000;47
78514;2017-03-01 09:42:00.557;51;2017-03-01 09:55:20.000;39
1258;2017-03-01 09:50:13.733;7;2017-03-01 09:55:59.807;38
40354;2017-03-01 09:43:31.213;24;2017-03-01 09:56:36.377;52
86009;2017-03-01 09:50:34.217;114;2017-03-01 09:57:45.423;121
19987;2017-03-01 09:39:45.727;65;2017-03-01 09:58:01.000;44
2925;2017-03-01 09:37:09.897;57;2017-03-01 09:58:26.203;123
19831;2017-03-01 09:51:54.780;18;2017-03-01 09:59:25.180;25
88722;2017-03-01 09:55:21.830;46;2017-03-01 10:00:00.600;91
88861;2017-03-01 09:55:50.660;16;2017-03-01 10:00:36.973;98
3857;2017-03-01 09:46:43.463;62;2017-03-01 10:01:45.000;39
87947;2017-03-01 09:54:43.487;46;2017-03-01 10:02:07.000;21
52703;2017-03-01 09:52:30.533;49;2017-03-01 10:03:21.477;124
91079;2017-03-01 09:50:56.577;27;2017-03-01 10:03:48.000;10
58914;2017-03-01 09:58:43.240;110;2017-03-01 10:04:17.257;113
90867;2017-03-01 09:49:04.827;87;2017-03-01 10:05:04.000;44
84189;2017-03-01 09:51:10.467;102;2017-03-01 10:05:28.013;123
76465;2017-03-01 09:56:59.863;10;2017-03-01 10:05:47.873;35
42002;2017-03-01 09:54:03.300;87;2017-03-01 10:06:15.253;43
64966;2017-03-01 09:48:55.200;19;2017-03-01 10:07:04.297;37
90353;2017-03-01 09:48:59.793;49;2017-03-01 10:08:05.667;25
23483;2017-03-01 10:02:39.867;75;2017-03-01 10:09:24.180;5
89923;2017-03-01 09:58:57.287;37;2017-03-01 10:09:49.000;16
39468;2017-03-01 09:58:15.083;64;2017-03-01 10:11:02.373;71
87638;2017-03-01 09:50:59.937;55;2017-03-01 10:11:23.000;47
83265;2017-03-01 10:00:00.600;87;2017-03-01 10:12:13.000;47
44726;2017-03-01 09:58:03.160;47;2017-03-01 10:13:14.000;54
77537;2017-03-01 10:07:27.903;75;2017-03-01 10:14:52.000;10
39168;2017-03-01 09:58:26.113;75;2017-03-01 10:15:42.293;98
40872;2017-03-01 10:12:40.517;111;2017-03-01 10:16:52.900;119
47794;2017-03-01 10:02:26.227;93;2017-03-01 10:17:28.303;123
67729;2017-03-01 10:03:56.040;76;2017-03-01 10:17:58.003;72
89960;2017-03-01 10:10:09.233;6;2017-03-01 10:18:49.300;103
21808;2017-03-01 10:10:13.920;53;2017-03-01 10:20:11.170;22
88056;2017-03-01 10:12:00.187;11;2017-03-01 10:20:49.173;6
46478;2017-03-01 10:15:52.520;16;2017-03-01 10:22:45.000;48
60882;2017-03-01 10:11:52.797;25;2017-03-01 10:23:44.130;76
47667;2017-03-01 10:14:46.470;80;2017-03-01 10:24:57.000;61
90978;2017-03-01 10:22:09.600;54;2017-03-01 10:25:22.493;52
85469;2017-03-01 10:20:53.460;25;2017-03-01 10:25:44.860;24
86702;2017-03-01 10:18:55.520;88;2017-03-01 10:26:31.503;130
88010;2017-03-01 10:19:11.583;43;2017-03-01 10:27:09.000;39
48712;2017-03-01 10:03:49.790;3;2017-03-01 10:27:48.000;1
47072;2017-03-01 10:23:22.807;30;2017-03-01 10:28:11.353;13
9408;2017-03-01 10:21:44.007;63;2017-03-01 10:29:09.000;59
90414;2017-03-01 10:16:23.440;56;2017-03-01 10:29:55.000;41
15072;2017-03-01 10:16:52.643;9;2017-03-01 10:31:26.340;2
41686;2017-03-01 10:20:10.647;83;2017-03-01 10:32:05.337;60
62810;2017-03-01 10:26:19.840;17;2017-03-01 10:33:09.833;46
86857;2017-03-01 10:16:07.067;110;2017-03-01 10:34:09.000;31
42910;2017-03-01 10:14:39.720;39;2017-03-01 10:34:58.697;109
72498;2017-03-01 10:28:04.357;62;2017-03-01 10:35:27.000;80
10083;2017-03-01 10:20:37.960;56;2017-03-01 10:37:17.000;39
8929;2017-03-01 10:28:37.527;72;2017-03-01 10:38:00.000;1
24082;2017-03-01 10:30:15.077;5;2017-03-01 10:38:46.000;67
49723;2017-03-01 08:40:35.053;50;2017-03-01 09:01:22.847;38
49656;2017-03-01 08:54:05.580;109;2017-03-01 09:01:42.200;130
40808;2017-03-01 08:52:09.737;107;2017-03-01 09:02:11.547;128
42463;2017-03-01 08:52:17.830;47;2017-03-01 09:02:40.473;24
50376;2017-03-01 08:53:28.940;98;2017-03-01 09:02:57.000;34
88397;2017-03-01 08:56:44.723;89;2017-03-01 09:03:21.000;34
90823;2017-03-01 08:56:42.003;106;2017-03-01 09:03:34.000;26
81836;2017-03-01 08:56:11.300;54;2017-03-01 09:04:28.000;47
53576;2017-03-01 08:57:12.863;6;2017-03-01 09:04:46.047;24
58676;2017-03-01 08:54:55.127;36;2017-03-01 09:04:52.000;59
87679;2017-03-01 09:00:17.913;93;2017-03-01 09:06:00.000;16
83546;2017-03-01 09:01:21.507;6;2017-03-01 09:07:00.530;102
55354;2017-03-01 08:49:58.313;111;2017-03-01 09:07:10.000;10
90978;2017-03-01 08:56:50.583;54;2017-03-01 09:07:41.000;27
48152;2017-03-01 08:51:02.453;75;2017-03-01 09:08:13.540;17
62897;2017-03-01 09:00:47.993;109;2017-03-01 09:09:06.450;43
79204;2017-03-01 09:02:49.150;42;2017-03-01 09:09:31.910;38
26259;2017-03-01 08:56:45.677;59;2017-03-01 09:09:53.000;18
83132;2017-03-01 09:02:50.823;110;2017-03-01 09:10:16.000;47
40354;2017-03-01 08:55:55.677;73;2017-03-01 09:10:52.527;24
18259;2017-03-01 09:02:31.523;115;2017-03-01 09:11:06.767;110
25845;2017-03-01 09:02:09.697;35;2017-03-01 09:11:21.360;5
84340;2017-03-01 08:54:37.033;126;2017-03-01 09:11:36.710;25
43495;2017-03-01 09:05:52.107;61;2017-03-01 09:12:27.000;59
49304;2017-03-01 09:10:10.093;39;2017-03-01 09:13:30.637;99
64210;2017-03-01 08:53:49.737;92;2017-03-01 09:14:16.583;25
50712;2017-03-01 08:57:39.630;36;2017-03-01 09:15:01.000;74
85956;2017-03-01 09:06:19.167;81;2017-03-01 09:16:07.000;94
536;2017-03-01 09:05:19.933;47;2017-03-01 09:16:50.000;34
75027;2017-03-01 09:07:10.920;93;2017-03-01 09:17:30.303;6
86148;2017-03-01 09:09:22.890;75;2017-03-01 09:17:44.000;57
90440;2017-03-01 09:10:49.173;108;2017-03-01 09:18:13.980;98
29911;2017-03-01 09:11:58.843;93;2017-03-01 09:18:25.000;16
79338;2017-03-01 09:14:39.520;94;2017-03-01 09:19:20.000;70
27914;2017-03-01 09:12:51.830;11;2017-03-01 09:20:04.000;9
87494;2017-03-01 09:06:49.873;69;2017-03-01 09:20:14.000;21
82745;2017-03-01 09:09:35.670;35;2017-03-01 09:20:38.000;10
78536;2017-03-01 09:09:26.453;47;2017-03-01 09:21:07.000;27
5679;2017-03-01 09:06:02.027;44;2017-03-01 09:21:19.327;89
91136;2017-03-01 09:14:47.877;116;2017-03-01 09:21:59.233;112
85205;2017-03-01 09:16:53.207;60;2017-03-01 09:23:02.000;75
62350;2017-03-01 09:17:02.723;112;2017-03-01 09:23:29.167;109
91273;2017-03-01 09:04:53.543;98;2017-03-01 09:24:08.000;78
16487;2017-03-01 09:17:25.943;8;2017-03-01 09:24:22.000;10
442;2017-03-01 09:05:07.667;72;2017-03-01 09:25:25.463;102
75575;2017-03-01 09:17:26.020;128;2017-03-01 09:25:45.000;30
460;2017-03-01 09:13:48.673;9;2017-03-01 09:26:22.750;43
83367;2017-03-01 09:05:53.450;81;2017-03-01 09:27:02.000;16
90522;2017-03-01 09:16:15.503;60;2017-03-01 09:27:31.000;68
91241;2017-03-01 09:22:56.040;109;2017-03-01 09:27:49.343;91
51373;2017-03-01 09:17:44.427;49;2017-03-01 09:28:30.163;102
1712;2017-03-01 09:11:21.720;76;2017-03-01 09:29:02.260;98
90372;2017-03-01 09:12:36.940;11;2017-03-01 09:29:46.740;115
48343;2017-03-01 09:25:41.840;122;2017-03-01 09:30:07.487;124
77482;2017-03-01 09:21:23.163;128;2017-03-01 09:30:46.000;45
82083;2017-03-01 09:23:22.180;130;2017-03-01 09:31:38.000;16
16364;2017-03-01 09:23:48.713;108;2017-03-01 09:32:22.000;15
72531;2017-03-01 09:19:47.943;86;2017-03-01 09:32:46.000;60
89360;2017-03-01 09:22:59.290;81;2017-03-01 09:33:14.000;57
10932;2017-03-01 09:22:50.260;23;2017-03-01 09:34:11.000;58
2534;2017-03-01 09:27:05.903;1;2017-03-01 09:34:51.000;85
47129;2017-03-01 09:30:07.890;59;2017-03-01 09:35:25.000;8
64966;2017-03-01 09:16:57.020;37;2017-03-01 09:36:15.000;19
45258;2017-03-01 09:25:44.387;41;2017-03-01 09:36:34.090;24
41302;2017-03-01 09:26:38.887;91;2017-03-01 09:36:44.000;26
83704;2017-03-01 09:22:05.413;84;2017-03-01 09:37:07.000;67
56174;2017-03-01 09:24:01.243;77;2017-03-01 09:37:28.000;3
17910;2017-03-01 09:32:37.877;11;2017-03-01 09:37:54.000;3
58624;2017-03-01 09:24:51.353;127;2017-03-01 09:39:06.000;16
87116;2017-03-01 09:32:16.563;50;2017-03-01 09:40:34.747;108
90978;2017-03-01 09:29:18.200;27;2017-03-01 09:41:21.000;54
74532;2017-03-01 09:31:33.953;37;2017-03-01 09:42:07.053;102
15678;2017-03-01 09:29:59.513;23;2017-03-01 09:42:42.000;41
10348;2017-03-01 09:29:04.247;122;2017-03-01 09:43:48.750;121
8954;2017-03-01 09:25:18.120;6;2017-03-01 09:45:24.000;54
15830;2017-03-01 09:34:18.457;34;2017-03-01 09:45:58.050;43
88816;2017-03-01 09:37:06.677;36;2017-03-01 09:47:42.000;16
75805;2017-03-01 09:30:11.513;54;2017-03-01 09:48:17.673;6
70102;2017-03-01 09:33:47.533;123;2017-03-01 09:48:30.000;29
31450;2017-03-01 09:30:37.750;62;2017-03-01 09:49:27.127;38
87882;2017-03-01 09:41:22.820;23;2017-03-01 09:50:23.563;5
74279;2017-03-01 09:41:15.633;56;2017-03-01 09:50:59.000;18
4596;2017-03-01 09:39:09.520;42;2017-03-01 09:51:30.000;16
8012;2017-03-01 09:40:23.820;40;2017-03-01 09:52:21.000;51
77949;2017-03-01 09:47:58.357;54;2017-03-01 09:53:28.910;50
89258;2017-03-01 09:38:16.647;69;2017-03-01 09:53:52.213;127
20849;2017-03-01 09:44:28.870;87;2017-03-01 09:54:06.000;94
22584;2017-03-01 09:48:25.933;101;2017-03-01 09:54:29.000;39
18035;2017-03-01 09:48:45.577;2;2017-03-01 09:54:57.300;12
15062;2017-03-01 09:44:15.900;51;2017-03-01 09:55:34.000;16
65424;2017-03-01 09:44:20.073;114;2017-03-01 09:57:05.000;30
90037;2017-03-01 09:50:17.107;65;2017-03-01 09:57:57.000;73
39699;2017-03-01 09:46:49.463;37;2017-03-01 09:58:14.000;34
3051;2017-03-01 09:53:19.487;5;2017-03-01 09:58:55.987;11
25194;2017-03-01 09:49:16.357;64;2017-03-01 09:59:38.000;59
89336;2017-03-01 09:48:51.013;127;2017-03-01 10:00:15.000;21
25017;2017-03-01 09:36:15.440;30;2017-03-01 10:01:03.000;47
2717;2017-03-01 09:54:57.957;128;2017-03-01 10:01:51.767;127
64395;2017-03-01 09:57:15.597;110;2017-03-01 10:02:43.000;107
89798;2017-03-01 09:51:54.280;90;2017-03-01 10:03:25.117;112
41628;2017-03-01 09:56:56.067;67;2017-03-01 10:03:50.000;4
90866;2017-03-01 09:49:21.670;87;2017-03-01 10:04:47.000;44
59624;2017-03-01 09:58:34.410;93;2017-03-01 10:05:19.000;19
87982;2017-03-01 09:56:23.847;31;2017-03-01 10:05:34.000;18
89237;2017-03-01 09:54:20.003;90;2017-03-01 10:06:04.000;16
91033;2017-03-01 09:58:57.693;127;2017-03-01 10:06:46.000;87
74948;2017-03-01 10:02:36.727;57;2017-03-01 10:07:14.000;94
75989;2017-03-01 10:02:48.413;109;2017-03-01 10:08:13.000;47
72148;2017-03-01 10:01:36.087;58;2017-03-01 10:09:32.927;64
7139;2017-03-01 09:56:29.677;49;2017-03-01 10:10:51.000;3
83446;2017-03-01 09:58:42.490;27;2017-03-01 10:11:08.000;67
85654;2017-03-01 10:05:33.947;114;2017-03-01 10:11:34.000;51
88715;2017-03-01 10:06:05.760;9;2017-03-01 10:12:45.320;37
41948;2017-03-01 10:02:37.400;13;2017-03-01 10:14:33.000;68
60226;2017-03-01 10:10:21.233;110;2017-03-01 10:15:26.000;47
2804;2017-03-01 10:05:05.463;49;2017-03-01 10:15:48.000;4
49896;2017-03-01 10:11:56.673;67;2017-03-01 10:17:08.750;71
14917;2017-03-01 10:05:48.353;104;2017-03-01 10:17:40.000;67
24813;2017-03-01 10:14:09.487;6;2017-03-01 10:18:01.000;34
58489;2017-03-01 10:06:09.450;111;2017-03-01 10:18:38.000;48
36773;2017-03-01 10:09:30.123;102;2017-03-01 10:19:32.417;98
82263;2017-03-01 10:04:14.277;8;2017-03-01 10:20:16.000;3
4883;2017-03-01 10:08:30.310;124;2017-03-01 10:21:56.587;43
69481;2017-03-01 10:13:39.657;87;2017-03-01 10:23:22.000;21
68818;2017-03-01 10:01:42.523;92;2017-03-01 10:24:24.947;104
90611;2017-03-01 10:17:36.113;116;2017-03-01 10:25:06.280;112
90580;2017-03-01 10:14:57.813;75;2017-03-01 10:25:36.047;72
84853;2017-03-01 10:15:03.783;37;2017-03-01 10:26:09.707;106
74450;2017-03-01 10:22:36.087;52;2017-03-01 10:27:06.940;125
71908;2017-03-01 10:08:13.543;99;2017-03-01 10:27:37.000;117
17457;2017-03-01 10:17:01.237;29;2017-03-01 10:27:44.000;57
4714;2017-03-01 10:14:43.377;5;2017-03-01 10:29:14.000;54
32896;2017-03-01 10:24:38.197;54;2017-03-01 10:30:24.033;52
90671;2017-03-01 10:23:27.197;16;2017-03-01 10:31:42.327;37
55538;2017-03-01 10:27:16.620;70;2017-03-01 10:32:48.917;72
3771;2017-03-01 10:27:32.527;67;2017-03-01 10:33:51.437;2
45677;2017-03-01 10:31:04.530;41;2017-03-01 10:34:35.067;98
59369;2017-03-01 10:26:54.590;18;2017-03-01 10:35:09.000;16
23058;2017-03-01 10:19:37.007;53;2017-03-01 10:36:19.000;34
19683;2017-03-01 10:30:05.170;23;2017-03-01 10:37:46.000;9
49142;2017-03-01 10:30:16.700;10;2017-03-01 10:38:38.000;70
81160;2017-03-01 10:23:53.290;127;2017-03-01 10:39:37.000;8
81866;2017-03-01 10:30:52.873;45;2017-03-01 10:40:02.943;109
59049;2017-03-01 10:27:07.107;124;2017-03-01 10:40:37.000;1
15381;2017-03-01 10:29:15.013;73;2017-03-01 10:41:43.000;10
46407;2017-03-01 08:49:10.077;74;2017-03-01 09:00:21.000;10
86814;2017-03-01 08:53:05.860;6;2017-03-01 09:00:48.000;16
83643;2017-03-01 08:54:09.940;17;2017-03-01 09:01:19.330;130
90038;2017-03-01 08:41:21.400;123;2017-03-01 09:01:33.640;33
87028;2017-03-01 08:53:04.940;119;2017-03-01 09:01:43.000;45
70432;2017-03-01 08:50:56.343;16;2017-03-01 09:02:13.000;40
33150;2017-03-01 08:49:51.623;23;2017-03-01 09:02:38.000;16
56115;2017-03-01 08:55:46.440;48;2017-03-01 09:03:12.190;123
87444;2017-03-01 08:53:43.113;44;2017-03-01 09:03:22.000;40
5609;2017-03-01 08:52:58.330;9;2017-03-01 09:03:35.000;67
82313;2017-03-01 08:50:38.733;3;2017-03-01 09:04:35.000;51
91141;2017-03-01 08:42:18.510;94;2017-03-01 09:04:49.180;13
33440;2017-03-01 08:59:52.023;46;2017-03-01 09:05:25.977;99
90385;2017-03-01 09:00:49.383;95;2017-03-01 09:06:07.000;34
36815;2017-03-01 09:00:47.600;25;2017-03-01 09:07:13.670;37
20455;2017-03-01 09:01:28.960;41;2017-03-01 09:07:13.000;20
21123;2017-03-01 09:04:16.947;59;2017-03-01 09:07:49.937;60
80274;2017-03-01 09:00:47.053;87;2017-03-01 09:08:17.000;94
17721;2017-03-01 09:04:46.277;12;2017-03-01 09:09:06.000;67
78497;2017-03-01 09:03:42.150;15;2017-03-01 09:09:29.000;47
5005;2017-03-01 09:00:27.290;5;2017-03-01 09:09:56.000;3
74967;2017-03-01 08:59:45.837;118;2017-03-01 09:10:20.000;48
39;2017-03-01 09:06:56.123;130;2017-03-01 09:10:51.000;92
84580;2017-03-01 08:59:01.897;8;2017-03-01 09:11:03.000;65
55103;2017-03-01 09:05:02.950;110;2017-03-01 09:11:21.000;107
33892;2017-03-01 09:07:04.420;6;2017-03-01 09:11:37.000;8
1126;2017-03-01 09:05:18.433;11;2017-03-01 09:12:29.000;94
85978;2017-03-01 09:05:16.637;48;2017-03-01 09:13:37.000;16
69290;2017-03-01 09:07:03.183;67;2017-03-01 09:14:25.177;72
53869;2017-03-01 09:01:07.820;26;2017-03-01 09:15:34.017;111
48270;2017-03-01 09:10:05.013;94;2017-03-01 09:16:11.000;70
59294;2017-03-01 09:05:53.590;106;2017-03-01 09:17:10.597;102
38654;2017-03-01 09:10:53.813;110;2017-03-01 09:17:31.333;118
76655;2017-03-01 09:08:47.123;56;2017-03-01 09:17:49.000;9
21850;2017-03-01 09:04:32.057;12;2017-03-01 09:18:12.000;9
48108;2017-03-01 09:13:03.407;98;2017-03-01 09:18:41.000;32
31593;2017-03-01 09:07:52.780;113;2017-03-01 09:19:30.933;109
25695;2017-03-01 09:12:47.063;34;2017-03-01 09:20:03.000;59
56356;2017-03-01 09:00:01.913;49;2017-03-01 09:20:27.000;68
86721;2017-03-01 09:15:24.660;67;2017-03-01 09:20:54.000;94
8000;2017-03-01 09:10:42.687;130;2017-03-01 09:21:09.000;21
22109;2017-03-01 08:49:31.360;49;2017-03-01 09:21:18.000;62
68160;2017-03-01 09:04:05.243;25;2017-03-01 09:21:58.000;67
81996;2017-03-01 09:14:54.003;47;2017-03-01 09:23:09.000;42
90969;2017-03-01 09:19:48.930;113;2017-03-01 09:24:01.240;120
15959;2017-03-01 09:14:37.520;108;2017-03-01 09:24:16.930;124
88988;2017-03-01 09:06:37.090;8;2017-03-01 09:24:24.000;73
22214;2017-03-01 09:16:18.880;102;2017-03-01 09:25:22.000;4
47900;2017-03-01 09:06:09.263;81;2017-03-01 09:26:07.117;24
8468;2017-03-01 09:10:20.610;49;2017-03-01 09:26:50.000;70
4936;2017-03-01 09:05:31.433;34;2017-03-01 09:27:11.483;118
62348;2017-03-01 09:20:39.210;114;2017-03-01 09:27:37.287;111
34106;2017-03-01 09:12:56.297;43;2017-03-01 09:27:58.180;112
60436;2017-03-01 09:19:20.913;37;2017-03-01 09:28:30.000;41
65820;2017-03-01 09:26:25.060;74;2017-03-01 09:29:26.990;66
31512;2017-03-01 09:04:06.980;1;2017-03-01 09:29:45.000;27
49745;2017-03-01 09:19:07.070;27;2017-03-01 09:30:13.380;130
